1 
!PHOTOSPHERE 64082 
1.0524671975914243e-01 1.8370883268777518e-03 9.9444444444444446e-01 -3.2874410478630550e-01 
1.8178417774905223e-01 3.1730546255323527e-03 9.8333333333333328e-01 -2.8695869135051000e-01 
1.8170111369931710e-01 6.3451427078876979e-03 9.8333333333333328e-01 -2.9018075260582704e-01 
1.8156270173017097e-01 9.5152979983074443e-03 9.8333333333333328e-01 -2.9344417238052128e-01 
1.8136898400324042e-01 1.2682554836780142e-02 9.8333333333333328e-01 -2.9674493585358785e-01 
1.8112001952682172e-01 1.5845948446190888e-02 9.8333333333333328e-01 -3.0007867684874617e-01 
1.8081588413790611e-01 1.9004515226201779e-02 9.8333333333333328e-01 -3.0344068946702324e-01 
1.8045667047907929e-01 2.2157293046773895e-02 9.8333333333333328e-01 -3.0682594410659125e-01 
1.8004248797030153e-01 2.5303321541241444e-02 9.8333333333333328e-01 -3.1022910781060969e-01 
1.7957346277557726e-01 2.8441642398848756e-02 9.8333333333333328e-01 -3.1364456881360947e-01 
1.7904973776452435e-01 3.1571299656660994e-02 9.8333333333333328e-01 -3.1706646508806624e-01 
1.7847147246885461e-01 3.4691339990759774e-02 9.8333333333333328e-01 -3.2048871662641676e-01 
1.7783884303377892e-01 3.7800813006634806e-02 9.8333333333333328e-01 -3.2390506113135764e-01 
1.7715204216435154e-01 4.0898771528683327e-02 9.8333333333333328e-01 -3.2730909272980058e-01 
1.7641127906677054e-01 4.3984271888728908e-02 9.8333333333333328e-01 -3.3069430327470506e-01 
1.7561677938465137e-01 4.7056374213471981e-02 9.8333333333333328e-01 -3.3405412575495874e-01 
1.7476878513029370e-01 5.0114142710784279e-02 9.8333333333333328e-01 -3.3738197929746150e-01 
1.7386755461096209e-01 5.3156645954760294e-02 9.8333333333333328e-01 -3.4067131521827110e-01 
1.7291336235020316e-01 5.6182957169438483e-02 9.8333333333333328e-01 -3.4391566356150688e-01 
1.7190649900422303e-01 5.9192154511106335e-02 9.8333333333333328e-01 -3.4710867955611491e-01 
1.7084727127335053e-01 6.2183321349102830e-02 9.8333333333333328e-01 -3.5024418942150309e-01 
1.6973600180861353e-01 6.5155546545033027e-02 9.8333333333333328e-01 -3.5331623496355907e-01 
1.6857302911345604e-01 6.8107924730309660e-02 9.8333333333333328e-01 -3.5631911642220243e-01 
1.6735870744062697e-01 7.1039556581937155e-02 9.8333333333333328e-01 -3.5924743306004570e-01 
1.6609340668427131e-01 7.3949549096454140e-02 9.8333333333333328e-01 -3.6209612101822997e-01 
1.6477751226725662e-01 7.6837015861951005e-02 9.8333333333333328e-01 -3.6486048800924770e-01 
1.6341142502376976e-01 7.9701077328079406e-02 9.8333333333333328e-01 -3.6753624446666427e-01 
1.6199556107721863e-01 8.2540861073972016e-02 9.8333333333333328e-01 -3.7011953082697513e-01 
1.6053035171347715e-01 8.5355502073990230e-02 9.8333333333333328e-01 -3.7260694067828648e-01 
1.5901624324951127e-01 8.8144142961219377e-02 9.8333333333333328e-01 -3.7499553957282328e-01 
1.5745369689742669e-01 9.0905934288631043e-02 9.8333333333333328e-01 -3.7728287936425037e-01 
1.5584318862397895e-01 9.3640034787832838e-02 9.8333333333333328e-01 -3.7946700799511940e-01 
1.5418520900558944e-01 9.6345611625326871e-02 9.8333333333333328e-01 -3.8154647472329395e-01 
1.5248026307891119e-01 9.9021840656198942e-02 9.8333333333333328e-01 -3.8352033083769377e-01 
1.5072887018698963e-01 1.0166790667516104e-01 9.8333333333333328e-01 -3.8538812597209826e-01 
1.4893156382106576e-01 1.0428300366487074e-01 9.8333333333333328e-01 -3.8714990018007073e-01 
1.4708889145806953e-01 1.0686633504145196e-01 9.8333333333333328e-01 -3.8880617198340195e-01 
1.4520141439385309e-01 1.0941711389714213e-01 9.8333333333333328e-01 -3.9035792265015795e-01 
1.4326970757221458e-01 1.1193456323999187e-01 9.8333333333333328e-01 -3.9180657699580890e-01 
1.4129435940976476e-01 1.1441791623054424e-01 9.8333333333333328e-01 -3.9315398103169602e-01 
1.3927597161668956e-01 1.1686641641542152e-01 9.8333333333333328e-01 -3.9440237680890677e-01 
1.3721515901346326e-01 1.1927931795774829e-01 9.8333333333333328e-01 -3.9555437482251266e-01 
1.3511254934356837e-01 1.2165588586434042e-01 9.8333333333333328e-01 -3.9661292435106571e-01 
1.3296878308227877e-01 1.2399539620959124e-01 9.8333333333333328e-01 -3.9758128210956428e-01 
1.3078451324156479e-01 1.2629713635598627e-01 9.8333333333333328e-01 -3.9846297959111870e-01 
1.2856040517117942e-01 1.2856040517117942e-01 9.8333333333333328e-01 -3.9926178946380692e-01 
1.2629713635598624e-01 1.3078451324156479e-01 9.8333333333333328e-01 -3.9998169137531153e-01 
1.2399539620959124e-01 1.3296878308227877e-01 9.8333333333333328e-01 -4.0062683749958489e-01 
1.2165588586434042e-01 1.3511254934356837e-01 9.8333333333333328e-01 -4.0120151813777055e-01 
1.1927931795774829e-01 1.3721515901346326e-01 9.8333333333333328e-01 -4.0171012766071318e-01 
1.1686641641542153e-01 1.3927597161668956e-01 9.8333333333333328e-01 -4.0215713105344864e-01 
1.1441791623054424e-01 1.4129435940976479e-01 9.8333333333333328e-01 -4.0254703129392533e-01 
1.1193456323999187e-01 1.4326970757221461e-01 9.8333333333333328e-01 -4.0288433776962124e-01 
1.0941711389714213e-01 1.4520141439385309e-01 9.8333333333333328e-01 -4.0317353590748189e-01 
1.0686633504145196e-01 1.4708889145806953e-01 9.8333333333333328e-01 -4.0341905816532569e-01 
1.0428300366487071e-01 1.4893156382106576e-01 9.8333333333333328e-01 -4.0362525650724740e-01 
1.0166790667516103e-01 1.5072887018698963e-01 9.8333333333333328e-01 -4.0379637646192978e-01 
9.9021840656198942e-02 1.5248026307891119e-01 9.8333333333333328e-01 -4.0393653284172520e-01 
9.6345611625326871e-02 1.5418520900558946e-01 9.8333333333333328e-01 -4.0404968718200895e-01 
9.3640034787832838e-02 1.5584318862397895e-01 9.8333333333333328e-01 -4.0413962694487315e-01 
9.0905934288631030e-02 1.5745369689742669e-01 9.8333333333333328e-01 -4.0420994651876718e-01 
8.8144142961219391e-02 1.5901624324951127e-01 9.8333333333333328e-01 -4.0426403003606676e-01 
8.5355502073990230e-02 1.6053035171347713e-01 9.8333333333333328e-01 -4.0430503602366491e-01 
8.2540861073972016e-02 1.6199556107721863e-01 9.8333333333333328e-01 -4.0433588389719494e-01 
7.9701077328079420e-02 1.6341142502376976e-01 9.8333333333333328e-01 -4.0435924230709569e-01 
7.6837015861950991e-02 1.6477751226725662e-01 9.8333333333333328e-01 -4.0437751934397803e-01 
7.3949549096454140e-02 1.6609340668427131e-01 9.8333333333333328e-01 -4.0439285461119190e-01 
7.1039556581937141e-02 1.6735870744062697e-01 9.8333333333333328e-01 -4.0440711317360856e-01 
6.8107924730309632e-02 1.6857302911345604e-01 9.8333333333333328e-01 -4.0442188139290630e-01 
6.5155546545033000e-02 1.6973600180861353e-01 9.8333333333333328e-01 -4.0443846466059680e-01 
6.2183321349102844e-02 1.7084727127335053e-01 9.8333333333333328e-01 -4.0445788704013685e-01 
5.9192154511106349e-02 1.7190649900422303e-01 9.8333333333333328e-01 -4.0448089282829075e-01 
5.6182957169438483e-02 1.7291336235020316e-01 9.8333333333333328e-01 -4.0450795004310697e-01 
5.3156645954760294e-02 1.7386755461096209e-01 9.8333333333333328e-01 -4.0453925584101147e-01 
5.0114142710784279e-02 1.7476878513029370e-01 9.8333333333333328e-01 -4.0457474385853032e-01 
4.7056374213471967e-02 1.7561677938465137e-01 9.8333333333333328e-01 -4.0461409346470711e-01 
4.3984271888728901e-02 1.7641127906677054e-01 9.8333333333333328e-01 -4.0465674089846332e-01 
4.0898771528683313e-02 1.7715204216435154e-01 9.8333333333333328e-01 -4.0470189225092706e-01 
3.7800813006634792e-02 1.7783884303377892e-01 9.8333333333333328e-01 -4.0474853823628304e-01 
3.4691339990759795e-02 1.7847147246885461e-01 9.8333333333333328e-01 -4.0479547067627386e-01 
3.1571299656661007e-02 1.7904973776452435e-01 9.8333333333333328e-01 -4.0484130060328466e-01 
2.8441642398848766e-02 1.7957346277557726e-01 9.8333333333333328e-01 -4.0488447786558451e-01 
2.5303321541241451e-02 1.8004248797030153e-01 9.8333333333333328e-01 -4.0492331209603621e-01 
2.2157293046773899e-02 1.8045667047907929e-01 9.8333333333333328e-01 -4.0495599488312328e-01 
1.9004515226201779e-02 1.8081588413790611e-01 9.8333333333333328e-01 -4.0498062296091231e-01 
1.5845948446190885e-02 1.8112001952682172e-01 9.8333333333333328e-01 -4.0499522221327738e-01 
1.2682554836780130e-02 1.8136898400324042e-01 9.8333333333333328e-01 -4.0499777226785344e-01 
9.5152979983074270e-03 1.8156270173017097e-01 9.8333333333333328e-01 -4.0498623143742052e-01 
6.3451427078877179e-03 1.8170111369931710e-01 9.8333333333333328e-01 -4.0495856175131051e-01 
3.1730546255323683e-03 1.8178417774905223e-01 9.8333333333333328e-01 -4.0491275380740255e-01 
1.1132766145007163e-17 1.8181186857726209e-01 9.8333333333333328e-01 -4.0484685116693336e-01 
-3.1730546255323462e-03 1.8178417774905223e-01 9.8333333333333328e-01 -4.0475897400998001e-01 
-6.3451427078876953e-03 1.8170111369931710e-01 9.8333333333333328e-01 -4.0464734176938366e-01 
-9.5152979983074443e-03 1.8156270173017097e-01 9.8333333333333328e-01 -4.0451029446539905e-01 
-1.2682554836780147e-02 1.8136898400324042e-01 9.8333333333333328e-01 -4.0434631247240677e-01 
-1.5845948446190902e-02 1.8112001952682172e-01 9.8333333333333328e-01 -4.0415403446283493e-01 
-1.9004515226201796e-02 1.8081588413790611e-01 9.8333333333333328e-01 -4.0393227329171449e-01 
-2.2157293046773916e-02 1.8045667047907929e-01 9.8333333333333328e-01 -4.0368002960800820e-01 
-2.5303321541241430e-02 1.8004248797030153e-01 9.8333333333333328e-01 -4.0339650300557844e-01 
-2.8441642398848745e-02 1.7957346277557726e-01 9.8333333333333328e-01 -4.0308110055710589e-01 
-3.1571299656660987e-02 1.7904973776452435e-01 9.8333333333333328e-01 -4.0273344260786281e-01 
-3.4691339990759774e-02 1.7847147246885461e-01 9.8333333333333328e-01 -4.0235336574256220e-01 
-3.7800813006634813e-02 1.7783884303377892e-01 9.8333333333333328e-01 -4.0194092287677047e-01 
-4.0898771528683334e-02 1.7715204216435154e-01 9.8333333333333328e-01 -4.0149638046409825e-01 
-4.3984271888728915e-02 1.7641127906677054e-01 9.8333333333333328e-01 -4.0102021285073525e-01 
-4.7056374213471988e-02 1.7561677938465137e-01 9.8333333333333328e-01 -4.0051309384924910e-01 
-5.0114142710784300e-02 1.7476878513029367e-01 9.8333333333333328e-01 -3.9997588564319808e-01 
-5.3156645954760273e-02 1.7386755461096212e-01 9.8333333333333328e-01 -3.9940962517226591e-01 
-5.6182957169438462e-02 1.7291336235020319e-01 9.8333333333333328e-01 -3.9881550818373940e-01 
-5.9192154511106328e-02 1.7190649900422303e-01 9.8333333333333328e-01 -3.9819487116949437e-01 
-6.2183321349102823e-02 1.7084727127335056e-01 9.8333333333333328e-01 -3.9754917143774060e-01 
-6.5155546545033027e-02 1.6973600180861353e-01 9.8333333333333328e-01 -3.9687996559505734e-01 
-6.8107924730309660e-02 1.6857302911345604e-01 9.8333333333333328e-01 -3.9618888673635660e-01 
-7.1039556581937155e-02 1.6735870744062697e-01 9.8333333333333328e-01 -3.9547762065789838e-01 
-7.3949549096454154e-02 1.6609340668427131e-01 9.8333333333333328e-01 -3.9474788142128070e-01 
-7.6837015861950977e-02 1.6477751226725665e-01 9.8333333333333328e-01 -3.9400138660406958e-01 
-7.9701077328079351e-02 1.6341142502376979e-01 9.8333333333333328e-01 -3.9323983257553619e-01 
-8.2540861073972016e-02 1.6199556107721863e-01 9.8333333333333328e-01 -3.9246487013374903e-01 
-8.5355502073990175e-02 1.6053035171347715e-01 9.8333333333333328e-01 -3.9167808083320305e-01 
-8.8144142961219363e-02 1.5901624324951130e-01 9.8333333333333328e-01 -3.9088095432039682e-01 
-9.0905934288631002e-02 1.5745369689742669e-01 9.8333333333333328e-01 -3.9007486697865268e-01 
